  0.000000  0.000000  0.000000
  0.600000  0.400000  0.000000
  0.800000  0.600000  0.000000
  1.000000  0.800000  0.000000
  1.000000  1.000000  0.000000
  1.000000  1.000000  0.600000
  1.000000  0.858824  0.615686
  1.000000  0.800000  0.400000
  1.000000  0.600000  0.200000
  1.000000  0.474510  0.294118
  1.000000  0.200000  0.000000
  0.600000  0.000000  0.000000
  0.200000  0.200000  0.400000
  0.000000  0.200000  0.600000
  0.000000  0.400000  0.800000
  0.000000  0.513725  0.843137
  0.000000  0.600000  1.000000
  0.243137  0.603922  0.870588
  0.600000  0.800000  1.000000
  0.705882  0.886275  1.000000
  0.870588  1.000000  1.000000
  1.000000  0.800000  1.000000
  0.800000  0.800000  1.000000
  0.600000  0.600000  1.000000
  0.400000  0.400000  0.800000
  0.600000  0.600000  0.800000
  0.400000  0.400000  0.600000
  0.000000  0.400000  0.000000
  0.000000  0.600000  0.000000
  0.400000  0.800000  0.200000
  0.600000  1.000000  0.400000
  0.800000  1.000000  0.800000
  0.917647  0.917647  0.917647
  0.898039  0.898039  0.898039
  0.878431  0.878431  0.878431
  0.862745  0.862745  0.862745
  0.843137  0.843137  0.843137
  0.823529  0.823529  0.823529
  0.803922  0.803922  0.803922
  0.784314  0.784314  0.784314
  0.768627  0.768627  0.768627
  0.749020  0.749020  0.749020
  0.729412  0.729412  0.729412
  0.709804  0.709804  0.709804
  0.690196  0.690196  0.690196
  0.674510  0.674510  0.674510
  0.654902  0.654902  0.654902
  0.635294  0.635294  0.635294
  0.615686  0.615686  0.615686
  0.596078  0.596078  0.596078
  0.580392  0.580392  0.580392
  0.560784  0.560784  0.560784
  0.541176  0.541176  0.541176
  0.521569  0.521569  0.521569
  0.501961  0.501961  0.501961
  0.486275  0.486275  0.486275
  0.466667  0.466667  0.466667
  0.447059  0.447059  0.447059
  0.427451  0.427451  0.427451
  0.407843  0.407843  0.407843
  0.392157  0.392157  0.392157
  0.372549  0.372549  0.372549
  0.352941  0.352941  0.352941
  0.333333  0.333333  0.333333
  0.313725  0.313725  0.313725
  0.298039  0.298039  0.298039
  0.278431  0.278431  0.278431
  0.258824  0.258824  0.258824
  0.239216  0.239216  0.239216
  0.219608  0.219608  0.219608
  0.203922  0.203922  0.203922
  0.184314  0.184314  0.184314
  0.164706  0.164706  0.164706
  0.145098  0.145098  0.145098
  0.125490  0.125490  0.125490
  0.109804  0.109804  0.109804
  0.090196  0.090196  0.090196
  0.070588  0.070588  0.070588
  0.050980  0.050980  0.050980
  0.031373  0.031373  0.031373
  0.015686  0.015686  0.015686
  0.000000  0.000000  0.000000
  0.031373  0.015686  0.031373
  0.066667  0.031373  0.070588
  0.101961  0.050980  0.109804
  0.141176  0.070588  0.145098
  0.176471  0.090196  0.184314
  0.211765  0.109804  0.219608
  0.247059  0.125490  0.258824
  0.286275  0.145098  0.298039
  0.321569  0.164706  0.333333
  0.356863  0.184314  0.372549
  0.392157  0.203922  0.407843
  0.427451  0.219608  0.447059
  0.466667  0.239216  0.486275
  0.501961  0.258824  0.521569
  0.537255  0.278431  0.035294
  0.035294  0.298039  0.066667
  0.070588  0.313725  0.101961
  0.109804  0.333333  0.137255
  0.145098  0.352941  0.168627
  0.180392  0.372549  0.203922
  0.215686  0.392157  0.235294
  0.254902  0.407843  0.270588
  0.290196  0.427451  0.305882
  0.325490  0.447059  0.337255
  0.360784  0.466667  0.372549
  0.396078  0.486275  0.407843
  0.435294  0.501961  0.439216
  0.470588  0.521569  0.474510
  0.505882  0.058824  0.509804
  0.035294  0.082353  0.031373
  0.070588  0.105882  0.062745
  0.109804  0.129412  0.090196
  0.145098  0.149020  0.121569
  0.180392  0.172549  0.152941
  0.215686  0.196078  0.184314
  0.254902  0.219608  0.211765
  0.290196  0.239216  0.243137
  0.325490  0.262745  0.274510
  0.360784  0.286275  0.305882
  0.396078  0.309804  0.337255
  0.435294  0.329412  0.364706
  0.470588  0.352941  0.396078
  0.505882  0.376471  0.427451
  0.035294  0.400000  0.458824
  0.070588  0.423529  0.486275
  0.109804  0.443137  0.517647
  0.145098  0.466667  0.027451
  0.180392  0.490196  0.054902
  0.215686  0.513725  0.082353
  0.254902  0.070588  0.109804
  0.290196  0.098039  0.137255
  0.325490  0.125490  0.164706
  0.360784  0.152941  0.192157
  0.396078  0.180392  0.219608
  0.435294  0.207843  0.247059
  0.470588  0.235294  0.274510
  0.505882  0.262745  0.301961
  0.035294  0.290196  0.329412
  0.070588  0.317647  0.356863
  0.109804  0.345098  0.384314
  0.145098  0.368627  0.411765
  0.180392  0.396078  0.439216
  0.215686  0.423529  0.466667
  0.254902  0.450980  0.494118
  0.290196  0.478431  0.521569
  0.325490  0.505882  0.023529
  0.360784  0.086275  0.050980
  0.396078  0.117647  0.074510
  0.435294  0.152941  0.098039
  0.470588  0.184314  0.121569
  0.505882  0.215686  0.149020
  0.035294  0.250980  0.172549
  0.070588  0.282353  0.196078
  0.109804  0.313725  0.223529
  0.145098  0.345098  0.247059
  0.180392  0.380392  0.270588
  0.215686  0.411765  0.298039
  0.254902  0.443137  0.321569
  0.290196  0.478431  0.345098
  0.325490  0.509804  0.368627
  0.360784  0.105882  0.396078
  0.396078  0.141176  0.419608
  0.435294  0.180392  0.443137
  0.470588  0.219608  0.470588
  0.505882  0.258824  0.494118
  0.035294  0.298039  0.517647
  0.070588  0.337255  0.023529
  0.109804  0.376471  0.043137
  0.145098  0.415686  0.066667
  0.180392  0.454902  0.090196
  0.215686  0.494118  0.109804
  0.254902  0.533333  0.133333
  0.290196  0.125490  0.156863
  0.325490  0.172549  0.176471
  0.360784  0.219608  0.200000
  0.396078  0.266667  0.223529
  0.435294  0.313725  0.243137
  0.470588  0.360784  0.266667
  0.505882  0.407843  0.290196
  0.035294  0.450980  0.309804
  0.070588  0.498039  0.333333
  0.109804  0.545098  0.356863
  0.145098  0.149020  0.376471
  0.180392  0.207843  0.400000
  0.215686  0.262745  0.423529
  0.254902  0.317647  0.443137
  0.290196  0.376471  0.466667
  0.325490  0.431373  0.490196
  0.360784  0.486275  0.509804
  0.396078  0.545098  0.019608
  0.435294  0.180392  0.039216
  0.470588  0.247059  0.058824
  0.505882  0.313725  0.078431
  0.035294  0.380392  0.101961
  0.070588  0.450980  0.121569
  0.109804  0.517647  0.141176
