0.000000	0.000000	0.000000
0.058824	0.019608	0.035294
0.121569	0.039216	0.070588
0.180392	0.058824	0.105882
0.243137	0.082353	0.145098
0.301961	0.101961	0.180392
0.364706	0.121569	0.215686
0.423529	0.141176	0.250980
0.439216	0.145098	0.243137
0.450980	0.149020	0.239216
0.466667	0.152941	0.231373
0.482353	0.156863	0.227451
0.498039	0.156863	0.219608
0.513725	0.160784	0.215686
0.525490	0.164706	0.207843
0.541176	0.168627	0.203922
0.556863	0.172549	0.196078
0.564706	0.176471	0.180392
0.576471	0.176471	0.168627
0.584314	0.180392	0.156863
0.592157	0.180392	0.145098
0.603922	0.180392	0.133333
0.611765	0.184314	0.121569
0.619608	0.184314	0.109804
0.627451	0.184314	0.098039
0.639216	0.188235	0.086275
0.647059	0.188235	0.074510
0.654902	0.188235	0.058824
0.666667	0.192157	0.047059
0.674510	0.192157	0.035294
0.682353	0.192157	0.023529
0.694118	0.196078	0.011765
0.701961	0.196078	0.000000
0.709804	0.203922	0.000000
0.713725	0.207843	0.000000
0.721569	0.215686	0.000000
0.725490	0.219608	0.000000
0.733333	0.227451	0.000000
0.741176	0.231373	0.000000
0.745098	0.239216	0.000000
0.752941	0.243137	0.000000
0.756863	0.250980	0.000000
0.764706	0.258824	0.000000
0.772549	0.262745	0.000000
0.776471	0.270588	0.000000
0.784314	0.274510	0.000000
0.788235	0.282353	0.000000
0.796078	0.286275	0.000000
0.800000	0.294118	0.000000
0.807843	0.301961	0.000000
0.815686	0.305882	0.000000
0.819608	0.313725	0.000000
0.827451	0.317647	0.000000
0.831373	0.325490	0.000000
0.839216	0.329412	0.000000
0.847059	0.337255	0.000000
0.850980	0.345098	0.000000
0.858824	0.349020	0.000000
0.862745	0.356863	0.000000
0.870588	0.360784	0.000000
0.878431	0.368627	0.000000
0.882353	0.372549	0.000000
0.890196	0.380392	0.000000
0.894118	0.384314	0.000000
0.901961	0.392157	0.000000
0.901961	0.400000	0.007843
0.905882	0.411765	0.015686
0.905882	0.419608	0.023529
0.909804	0.431373	0.031373
0.909804	0.439216	0.039216
0.909804	0.450980	0.047059
0.913725	0.458824	0.054902
0.913725	0.466667	0.062745
0.917647	0.478431	0.070588
0.917647	0.486275	0.078431
0.917647	0.498039	0.082353
0.921569	0.505882	0.090196
0.921569	0.513725	0.098039
0.921569	0.525490	0.105882
0.925490	0.533333	0.113725
0.925490	0.545098	0.121569
0.929412	0.552941	0.129412
0.929412	0.564706	0.137255
0.929412	0.572549	0.145098
0.933333	0.580392	0.152941
0.933333	0.592157	0.160784
0.937255	0.600000	0.168627
0.937255	0.611765	0.176471
0.937255	0.619608	0.184314
0.941176	0.631373	0.192157
0.941176	0.639216	0.200000
0.945098	0.647059	0.207843
0.945098	0.658824	0.215686
0.945098	0.666667	0.223529
0.949020	0.678431	0.231373
0.949020	0.686275	0.239216
0.949020	0.698039	0.243137
0.952941	0.705882	0.250980
0.952941	0.713725	0.258824
0.956863	0.725490	0.266667
0.956863	0.733333	0.274510
0.956863	0.745098	0.282353
0.960784	0.752941	0.290196
0.960784	0.760784	0.298039
0.964706	0.772549	0.305882
0.964706	0.780392	0.313725
0.964706	0.792157	0.321569
0.968627	0.800000	0.329412
0.968627	0.811765	0.337255
0.972549	0.819608	0.345098
0.972549	0.827451	0.352941
0.972549	0.839216	0.360784
0.976471	0.847059	0.368627
0.976471	0.858824	0.376471
0.980392	0.866667	0.384314
0.980392	0.878431	0.392157
0.980392	0.886275	0.400000
0.984314	0.894118	0.407843
0.984314	0.905882	0.411765
0.984314	0.913725	0.419608
0.988235	0.925490	0.427451
0.988235	0.933333	0.435294
0.992157	0.941176	0.443137
0.992157	0.952941	0.450980
0.992157	0.960784	0.458824
0.996078	0.972549	0.466667
0.996078	0.980392	0.474510
1.000000	0.992157	0.482353
1.000000	1.000000	0.490196
0.984314	0.992157	0.482353
0.968627	0.984314	0.474510
0.952941	0.976471	0.466667
0.937255	0.968627	0.458824
0.921569	0.960784	0.450980
0.905882	0.952941	0.443137
0.890196	0.945098	0.435294
0.874510	0.937255	0.427451
0.858824	0.929412	0.419608
0.843137	0.921569	0.411765
0.827451	0.913725	0.407843
0.811765	0.905882	0.400000
0.796078	0.898039	0.392157
0.780392	0.890196	0.384314
0.764706	0.882353	0.376471
0.749020	0.874510	0.368627
0.733333	0.866667	0.360784
0.717647	0.858824	0.352941
0.701961	0.850980	0.345098
0.686275	0.843137	0.337255
0.670588	0.835294	0.329412
0.654902	0.827451	0.321569
0.639216	0.819608	0.313725
0.623529	0.811765	0.305882
0.607843	0.803922	0.298039
0.592157	0.796078	0.290196
0.576471	0.788235	0.282353
0.560784	0.780392	0.274510
0.545098	0.772549	0.266667
0.529412	0.764706	0.258824
0.513725	0.756863	0.250980
0.501961	0.752941	0.243137
0.486275	0.745098	0.239216
0.470588	0.737255	0.231373
0.454902	0.729412	0.223529
0.439216	0.721569	0.215686
0.423529	0.713725	0.207843
0.407843	0.705882	0.200000
0.392157	0.698039	0.192157
0.376471	0.690196	0.184314
0.360784	0.682353	0.176471
0.345098	0.674510	0.168627
0.329412	0.666667	0.160784
0.313725	0.658824	0.152941
0.298039	0.650980	0.145098
0.282353	0.643137	0.137255
0.266667	0.635294	0.129412
0.250980	0.627451	0.121569
0.235294	0.619608	0.113725
0.219608	0.611765	0.105882
0.203922	0.603922	0.098039
0.188235	0.596078	0.090196
0.172549	0.588235	0.082353
0.156863	0.580392	0.078431
0.141176	0.572549	0.070588
0.125490	0.564706	0.062745
0.109804	0.556863	0.054902
0.094118	0.549020	0.047059
0.078431	0.541176	0.039216
0.062745	0.533333	0.031373
0.047059	0.525490	0.023529
0.031373	0.517647	0.015686
0.015686	0.509804	0.007843
0.015686	0.505882	0.011765
0.019608	0.501961	0.015686
0.019608	0.498039	0.019608
0.019608	0.494118	0.023529
0.023529	0.490196	0.023529
0.023529	0.486275	0.027451
0.023529	0.482353	0.031373
0.027451	0.478431	0.035294
0.027451	0.474510	0.039216
0.027451	0.470588	0.043137
0.031373	0.466667	0.047059
0.031373	0.462745	0.047059
0.031373	0.458824	0.050980
0.035294	0.454902	0.054902
0.035294	0.450980	0.058824
0.039216	0.447059	0.062745
0.039216	0.443137	0.066667
0.039216	0.439216	0.070588
0.043137	0.435294	0.074510
0.043137	0.431373	0.078431
0.043137	0.427451	0.078431
0.047059	0.423529	0.082353
0.047059	0.419608	0.086275
0.047059	0.415686	0.090196
0.050980	0.411765	0.094118
0.050980	0.407843	0.098039
0.050980	0.403922	0.101961
0.054902	0.400000	0.101961
0.054902	0.396078	0.105882
0.054902	0.392157	0.109804
0.058824	0.388235	0.113725
0.058824	0.384314	0.117647
0.062745	0.376471	0.125490
0.066667	0.368627	0.133333
0.070588	0.360784	0.141176
0.074510	0.352941	0.149020
0.078431	0.345098	0.156863
0.082353	0.337255	0.164706
0.086275	0.329412	0.172549
0.090196	0.321569	0.180392
0.094118	0.309804	0.192157
0.098039	0.301961	0.200000
0.101961	0.294118	0.207843
0.105882	0.286275	0.215686
0.109804	0.278431	0.223529
0.113725	0.270588	0.231373
0.117647	0.262745	0.239216
0.121569	0.254902	0.247059
0.125490	0.250980	0.250980
0.125490	0.247059	0.254902
0.125490	0.243137	0.258824
0.129412	0.239216	0.262745
0.133333	0.235294	0.266667
0.133333	0.231373	0.270588
0.133333	0.227451	0.274510
0.137255	0.223529	0.278431
0.141176	0.219608	0.282353
0.141176	0.215686	0.286275
0.141176	0.211765	0.290196
0.145098	0.207843	0.294118
0.149020	0.203922	0.298039
0.149020	0.200000	0.301961
0.149020	0.196078	0.305882
0.152941	0.192157	0.309804
